source_domain,source_type,min_source_priority,max_source_priority,row_count,day_count,heuristic_score,tier_label,tier_basis,static_prior_score,mbfc_url,mbfc_bias_rating,mbfc_factual_reporting,mbfc_credibility,mbfc_quality_score,adfontes_url,adfontes_reliability,adfontes_bias,adfontes_quality_score,allsides_url,allsides_bias_rating,external_match_count,external_reference_score,signal_useful_count,signal_cited_by_hq_count,signal_contradicted_count,signal_user_selected_count,signal_user_dismissed_count,signal_original_reporting_count,signal_duplicate_count,signal_hallucination_count,signal_total_count,signal_positive_count,signal_negative_count,reference_dynamic_adjustment,score_basis,final_source_quality_score,external_status
981theriver.com,general_news,1,1,42,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
amandala.com.bz,general_news,1,1,42,12,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
amazon.com,general_news,1,1,42,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
arbetaren.se,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
ash.tm.fr,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
austinchronicle.com,general_news,1,1,42,14,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
azdailysun.com,general_news,1,1,42,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
bctv.org,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
blogto.com,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
cameroon-concord.com,general_news,1,1,42,15,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
chandrikadaily.com,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
china-briefing.com,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
clintonnc.com,general_news,1,1,42,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
cool987fm.com,general_news,1,1,42,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
dailycal.org,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
dailytidings.com,general_news,1,1,42,21,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
destructoid.com,general_news,1,1,42,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
eagle1005.com,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
eastvalleytribune.com,general_news,1,1,42,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
effinghamradio.com,general_news,1,1,42,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
elmawkefalarabi.com,general_news,1,1,42,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
elnuevodiario.com.do,general_news,1,1,42,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
eubusiness.com,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
finance.si,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
gazetajon.com,general_news,1,1,42,16,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
ggrasia.com,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
giornaledimonza.it,general_news,1,1,42,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
glassonweb.com,general_news,1,1,42,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
glidemagazine.com,general_news,1,1,42,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
govern.ad,general_news,1,1,42,11,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
hospitalityireland.com,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
interaktywnie.com,general_news,1,1,42,25,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
iwacu-burundi.org,general_news,1,1,42,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
iwantabuzz.com,general_news,1,1,42,9,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
lacrossetribune.com,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
lance.com.br,general_news,1,1,42,21,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
links.org.au,general_news,1,1,42,23,0.55,tier_0_unknown,unknown_domain_fallback,0.0,https://mediabiasfactcheck.com/the-citizen/,Left-Center,High,HIGH CREDIBILITY,0.9,,,,,,,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0.0,external_mbfc_only,0.9,externally_matched
livetradingnews.com,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
lodinews.com,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
lowkickmma.com,general_news,1,1,42,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
mamamia.com.au,general_news,1,1,42,21,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
metro-magazine.com,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
microsiervos.com,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
myfinancereporter.com,general_news,1,1,42,1,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
neworleanscitybusiness.com,general_news,1,1,42,5,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
novaja.lv,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
radiodalsan.com,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
rrobserver.com,general_news,1,1,42,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
salaallehanda.com,general_news,1,1,42,16,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
salemnews.com,general_news,1,1,42,21,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
shark1053.com,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
shekulli.com.al,general_news,1,1,42,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
shockya.com,general_news,1,1,42,14,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
soaktuell.ch,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
tgspot.co.il,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,https://mediabiasfactcheck.com/jews-news/,,,,,,,,,,,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
timesreview.com,general_news,1,1,42,8,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
tiranaexaminer.com,general_news,1,1,42,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
toscananews.net,general_news,1,1,42,14,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
tvnet.lv,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
tyzhden.ua,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
uky.edu,general_news,1,1,42,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
umbrianotizieweb.it,general_news,1,1,42,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
viply.de,general_news,1,1,42,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
wgac.com,general_news,1,1,42,13,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
yogajournal.com,general_news,1,1,42,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
afriqueitnews.com,general_news,1,1,41,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
benefitscanada.com,general_news,1,1,41,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
bhpioneer.com,general_news,1,1,41,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
bicycleretailer.com,general_news,1,1,41,16,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
birminghamtimes.com,general_news,1,1,41,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
capital.de,general_news,1,1,41,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
cherwell.org,general_news,1,1,41,21,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
china.cnr.cn,general_news,1,1,41,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
dailytrib.com,general_news,1,1,41,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
dangjian.gmw.cn,general_news,1,1,41,12,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
dredgingtoday.com,general_news,1,1,41,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
ediblemanhattan.com,general_news,1,1,41,16,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
elora.gr,general_news,1,1,41,16,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
emporiagazette.com,general_news,1,1,41,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
english.republika.mk,general_news,1,1,41,21,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
eugeneweekly.com,general_news,1,1,41,8,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
fiscalia.gob.sv,general_news,1,1,41,15,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
flaka.com.mk,general_news,1,1,41,21,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
hermistonherald.com,general_news,1,1,41,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
hot1047.com,general_news,1,1,41,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
journalpatriot.com,general_news,1,1,41,13,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
kirksvilledailyexpress.com,general_news,1,1,41,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
kosi101.com,general_news,1,1,41,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
lahainanews.com,general_news,1,1,41,11,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
lequebecexpress.com,general_news,1,1,41,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
letsrecycle.com,general_news,1,1,41,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
magnumlaradio.com,general_news,1,1,41,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
milano.repubblica.it,general_news,1,1,41,21,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
mixx993.com,general_news,1,1,41,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
mpacorn.com,general_news,1,1,41,4,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
myhorrynews.com,general_news,1,1,41,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
myidol.com.vn,general_news,1,1,41,14,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
myneworleans.com,general_news,1,1,41,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
nbcrightnow.com,general_news,1,1,41,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
nbcsvg.com,general_news,1,1,41,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
newelectronics.co.uk,general_news,1,1,41,7,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
newhamburgindependent.ca,general_news,1,1,41,8,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
newschannel10.com,general_news,1,1,41,23,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
northdallasgazette.com,general_news,1,1,41,6,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
northplattebulletin.com,general_news,1,1,41,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
ojogo.pt,general_news,1,1,41,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
osttirol-heute.at,general_news,1,1,41,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
outoftownblog.com,general_news,1,1,41,13,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
oxfordstudent.com,general_news,1,1,41,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
premiumbeautynews.com,general_news,1,1,41,17,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
publish.ru,general_news,1,1,41,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
ryukyushimpo.jp,general_news,1,1,41,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
savejersey.com,general_news,1,1,41,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
schonmagazine.com,general_news,1,1,41,20,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
silutesnaujienos.lt,general_news,1,1,41,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
t-a.no,general_news,1,1,41,22,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
thequietus.com,general_news,1,1,41,18,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
tibet.news.cn,general_news,1,1,41,21,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
toacorn.com,general_news,1,1,41,8,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
trtbalkan.com,general_news,1,1,41,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
valassky.denik.cz,general_news,1,1,41,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
vandaliaradio.com,general_news,1,1,41,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
vorwaerts.de,general_news,1,1,41,19,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
wingsmagazine.com,general_news,1,1,41,16,0.55,tier_0_unknown,unknown_domain_fallback,0.0,,,,,,,,,,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,static_prior_only,0.0,static_prior_only
