source_domain,source_type,min_source_priority,max_source_priority,row_count,day_count
historia.org.pl,general_news,1,1,30,15
homernews.com,general_news,1,1,30,13
inmaricopa.com,general_news,1,1,30,18
itbrief.news,general_news,1,1,30,13
krod.com,general_news,1,1,30,19
kshe95.com,general_news,1,1,30,17
lafm.com.au,general_news,1,1,30,19
lazer1033.com,general_news,1,1,30,14
lejourguinee.com,general_news,1,1,30,19
londontheatre1.com,general_news,1,1,30,16
lsdp.lt,general_news,1,1,30,15
marchenotizie.info,general_news,1,1,30,17
marketpulse.com,general_news,1,1,30,18
medicalnewstoday.com,general_news,1,1,30,20
middleeastevents.com,general_news,1,1,30,16
mix1049.com.au,general_news,1,1,30,19
mixmaine.com,general_news,1,1,30,14
motorradonline.de,general_news,1,1,30,6
nachodsky.denik.cz,general_news,1,1,30,21
newmoney.gr,general_news,1,1,30,16
news.sciencenet.cn,general_news,1,1,30,16
notebookinfo.de,general_news,1,1,30,15
nursingtimes.net,general_news,1,1,30,12
nxtv.cn,general_news,1,1,30,13
osnews.com,general_news,1,1,30,19
pacbiztimes.com,general_news,1,1,30,9
palermo.repubblica.it,general_news,1,1,30,17
pfonline.com,general_news,1,1,30,17
pimenta.blog.br,general_news,1,1,30,8
prensafutbol.cl,general_news,1,1,30,15
propublica.org,general_news,1,1,30,17
pulsopolitico.com.mx,general_news,1,1,30,18
realcommercial.com.au,general_news,1,1,30,21
redwatch.org.au,general_news,1,1,30,14
regions.comments.ua,general_news,1,1,30,16
rentonreporter.com,general_news,1,1,30,19
routesonline.com,general_news,1,1,30,15
rtf1.de,general_news,1,1,30,14
serbiananimalsvoice.com,general_news,1,1,30,20
socialeurope.eu,general_news,1,1,30,11
the42.ie,general_news,1,1,30,19
theatermania.com,general_news,1,1,30,17
thedailynews.cc,general_news,1,1,30,15
theheraldtimes.com,general_news,1,1,30,4
thenewsjournal.net,general_news,1,1,30,19
theprowersjournal.com,general_news,1,1,30,14
thetablet.org,general_news,1,1,30,11
timesnewroman.ro,general_news,1,1,30,20
voice-online.co.uk,general_news,1,1,30,17
vorumaateataja.ee,general_news,1,1,30,14
wagmtv.com,general_news,1,1,30,18
weekbladzondag.nl,general_news,1,1,30,17
whiznews.com,general_news,1,1,30,21
worldcasinodirectory.com,general_news,1,1,30,16
wvax.com,general_news,1,1,30,13
5au.com.au,general_news,1,1,29,21
640wxsm.com,general_news,1,1,29,18
98kupd.com,general_news,1,1,29,16
apollo-magazine.com,general_news,1,1,29,9
applianceretailer.com.au,general_news,1,1,29,10
b975.com,general_news,1,1,29,19
bicikel.com,general_news,1,1,29,18
biologicaldiversity.org,general_news,1,1,29,15
bundeswehr.de,general_news,1,1,29,18
canada.com,general_news,1,1,29,13
claytodayonline.com,general_news,1,1,29,10
covnews.com,general_news,1,1,29,12
dexterstatesman.com,general_news,1,1,29,11
diamondworld.net,general_news,1,1,29,15
dulich.thethaovanhoa.vn,general_news,1,1,29,14
estampas.com,general_news,1,1,29,12
forskning.se,general_news,1,1,29,16
fukuoka-now.com,general_news,1,1,29,13
gelrenieuws.nl,general_news,1,1,29,14
gilroydispatch.com,general_news,1,1,29,16
giornaledimerate.it,general_news,1,1,29,17
glasgowcourier.com,general_news,1,1,29,4
gov.md,general_news,1,1,29,11
ht.no,general_news,1,1,29,20
ibusiness.de,general_news,1,1,29,13
indianlink.com.au,general_news,1,1,29,17
insidephilanthropy.com,general_news,1,1,29,18
insiderzim.com,general_news,1,1,29,5
investingnews.com,general_news,1,1,29,15
ispreview.co.uk,general_news,1,1,29,16
japantrends.com,general_news,1,1,29,10
jewellermagazine.com,general_news,1,1,29,10
kiev.vgorode.ua,general_news,1,1,29,18
kvpionline.com,general_news,1,1,29,16
lasvegasweekly.com,general_news,1,1,29,10
lepays.bf,general_news,1,1,29,16
lrb.co.uk,general_news,1,1,29,14
madboxpc.com,general_news,1,1,29,17
madison.com,general_news,1,1,29,18
managingip.com,general_news,1,1,29,11
mariestadstidningen.se,general_news,1,1,29,17
marklevinshow.com,general_news,1,1,29,22
mediahiburan.my,general_news,1,1,29,14
mesquitelocalnews.com,general_news,1,1,29,19
mi-reporter.com,general_news,1,1,29,16
military.pravda.ru,general_news,1,1,29,16
minpo.jp,general_news,1,1,29,17
monde-diplomatique.fr,general_news,1,1,29,15
mtstandard.com,general_news,1,1,29,15
news-bulletin.com,general_news,1,1,29,5
newsandtribune.com,general_news,1,1,29,17
nextshark.com,general_news,1,1,29,11
ng24.ie,general_news,1,1,29,16
onthewater.com,general_news,1,1,29,18
pollumajandus.ee,general_news,1,1,29,16
pressgazette.co.uk,general_news,1,1,29,16
prishtinapress.org,general_news,1,1,29,20
quien.com,general_news,1,1,29,19
rbnett.no,general_news,1,1,29,15
reporterbrasil.org.br,general_news,1,1,29,14
runningmagazine.ca,general_news,1,1,29,17
sailingscuttlebutt.com,general_news,1,1,29,14
scallywagandvagabond.com,general_news,1,1,29,16
showbiz411.com,general_news,1,1,29,16
sify.com,general_news,1,1,29,22
star-fm.gr,general_news,1,1,29,17
style.rbc.ru,general_news,1,1,29,15
teamtalk.com,general_news,1,1,29,18
teckbote.de,general_news,1,1,29,16
thompsononline.ca,general_news,1,1,29,15
tourism-review.com,general_news,1,1,29,10
westernkansasnews.com,general_news,1,1,29,17
wglr.com,general_news,1,1,29,10
whdg.com,general_news,1,1,29,20
wlds.com,general_news,1,1,29,15
woxx.lu,general_news,1,1,29,9
wuuqradio.com,general_news,1,1,29,16
5tjt.com,general_news,1,1,28,4
963jackfm.com,general_news,1,1,28,18
adworld.ie,general_news,1,1,28,9
amusementtoday.com,general_news,1,1,28,15
asamblea.gob.sv,general_news,1,1,28,13
au.int,general_news,1,1,28,12
auraavis.no,general_news,1,1,28,11
beenews.com,general_news,1,1,28,12
benesovsky.denik.cz,general_news,1,1,28,19
brics-info.org,general_news,1,1,28,18
c-mw.net,general_news,1,1,28,10
cameroun24.net,general_news,1,1,28,14
cassville-democrat.com,general_news,1,1,28,4
china-embassy.gov.cn,general_news,1,1,28,18
choteauacantha.com,general_news,1,1,28,10
chrismon.de,general_news,1,1,28,18
circleid.com,general_news,1,1,28,15
clintonherald.com,general_news,1,1,28,13
cnr.it,general_news,1,1,28,15
comexdobrasil.com,general_news,1,1,28,16
communitycare.co.uk,general_news,1,1,28,18
craigdailypress.com,general_news,1,1,28,11
dailynews.co.zw,general_news,1,1,28,14
dailyreckoning.com,general_news,1,1,28,19
dankennedy.net,general_news,1,1,28,12
dchieftain.com,general_news,1,1,28,11
ecodisicilia.com,general_news,1,1,28,16
edu.hsw.cn,general_news,1,1,28,16
eenvandaag.avrotros.nl,general_news,1,1,28,16
egospodarka.pl,general_news,1,1,28,18
emallorcaexperience.ultimahora.es,general_news,1,1,28,6
feykir.is,general_news,1,1,28,15
fox8tv.com,general_news,1,1,28,16
genengnews.com,general_news,1,1,28,6
hidesertstar.com,general_news,1,1,28,15
ifre.com,general_news,1,1,28,11
ilgiornaledabruzzo.it,general_news,1,1,28,17
industryweek.com,general_news,1,1,28,16
juraforum.de,general_news,1,1,28,17
kicks96.com,general_news,1,1,28,15
kiwibox.com,general_news,1,1,28,15
kowb1290.com,general_news,1,1,28,15
kqvt.com,general_news,1,1,28,14
krrvonline.com,general_news,1,1,28,16
lady.24tv.ua,general_news,1,1,28,18
lakenewsonline.com,general_news,1,1,28,9
laotimes.com,general_news,1,1,28,12
lockportjournal.com,general_news,1,1,28,17
luimagazine.fr,general_news,1,1,28,17
marieclaire.com.tr,general_news,1,1,28,17
morganhilltimes.com,general_news,1,1,28,15
myedmondsnews.com,general_news,1,1,28,9
networkworld.com,general_news,1,1,28,14
nowagazeta.pl,general_news,1,1,28,15
ntz.lv,general_news,1,1,28,15
palatkadailynews.com,general_news,1,1,28,14
positivelynaperville.com,general_news,1,1,28,12
prensario.net,general_news,1,1,28,16
psdispatch.com,general_news,1,1,28,20
q101online.com,general_news,1,1,28,16
radiox.co.uk,general_news,1,1,28,17
renewamerica.com,general_news,1,1,28,15
rockawave.com,general_news,1,1,28,10
rsg.co.za,general_news,1,1,28,16
salajeanul.ro,general_news,1,1,28,9
starbeacon.com,general_news,1,1,28,19
stthomastoday.ca,general_news,1,1,28,16
technotoday.com.tr,general_news,1,1,28,14
telugupeople.com,general_news,1,1,28,12
tema-mk.com,general_news,1,1,28,14
thecork.ie,general_news,1,1,28,19
themediaonline.co.za,general_news,1,1,28,14
ticklethewire.com,general_news,1,1,28,19
torresette.news,general_news,1,1,28,17
tsnn.com,general_news,1,1,28,17
vooremaa.ee,general_news,1,1,28,9
vsrf.ru,general_news,1,1,28,17
washtimesherald.com,general_news,1,1,28,16
watchingamerica.com,general_news,1,1,28,17
westminsterextra.co.uk,general_news,1,1,28,7
yan.vn,general_news,1,1,28,17
300polityka.pl,general_news,1,1,27,16
anba.com.br,general_news,1,1,27,16
animationmagazine.net,general_news,1,1,27,14
australianageingagenda.com.au,general_news,1,1,27,14
barilive.it,general_news,1,1,27,16
biglychee.com,general_news,1,1,27,14
caixin.com,general_news,1,1,27,15
cashboxcanada.ca,general_news,1,1,27,10
cdaction.pl,general_news,1,1,27,17
communitynewspapers.com,general_news,1,1,27,16
confectionerynews.com,general_news,1,1,27,12
dairyreporter.com,general_news,1,1,27,16
delaware.gov,general_news,1,1,27,15
dhakacourier.com.bd,general_news,1,1,27,4
divernet.com,general_news,1,1,27,17
dunaujvaros.com,general_news,1,1,27,18
eer.ru,general_news,1,1,27,17
empireonline.com,general_news,1,1,27,15
emtv.com.pg,general_news,1,1,27,13
expertreviews.co.uk,general_news,1,1,27,16
floridatrend.com,general_news,1,1,27,17
fm99.com,general_news,1,1,27,15
fotbolti.net,general_news,1,1,27,12
fpif.org,general_news,1,1,27,16
gesund.at,general_news,1,1,27,15
graz.at,general_news,1,1,27,15
greenriverstar.com,general_news,1,1,27,5
hannover-entdecken.de,general_news,1,1,27,14
healthline.com,general_news,1,1,27,8
hispanicprwire.com,general_news,1,1,27,15
india-briefing.com,general_news,1,1,27,18
lagrandeobserver.com,general_news,1,1,27,18
lakshmipur24.com,general_news,1,1,27,13
latgaleslaiks.lv,general_news,1,1,27,8
logandaily.com,general_news,1,1,27,13
loscerritosnews.net,general_news,1,1,27,14
lux.iol.pt,general_news,1,1,27,13
maciverinstitute.com,general_news,1,1,27,18
mirf.ru,general_news,1,1,27,19
missoulian.com,general_news,1,1,27,16
moorefieldexaminer.com,general_news,1,1,27,4
mt.co.kr,general_news,1,1,27,16
mxdwn.com,general_news,1,1,27,16
myprincegeorgenow.com,general_news,1,1,27,8
myradioplace.com,general_news,1,1,27,17
oireachtas.ie,general_news,1,1,27,13
oldham-chronicle.co.uk,general_news,1,1,27,16
oskaloosa.com,general_news,1,1,27,13
paymentweek.com,general_news,1,1,27,16
pharostribune.com,general_news,1,1,27,16
philanthropy.com,general_news,1,1,27,15
pizzamarketplace.com,general_news,1,1,27,17
podcasty.hn.cz,general_news,1,1,27,16
prnewswire.co.uk,general_news,1,1,27,11
ptreyeslight.com,general_news,1,1,27,5
rb.no,general_news,1,1,27,17
strathroytoday.ca,general_news,1,1,27,16
strumicadenes.mk,general_news,1,1,27,17
supertalk1270.com,general_news,1,1,27,16
teesdalemercury.co.uk,general_news,1,1,27,20
telen.no,general_news,1,1,27,17
thebarentsobserver.com,general_news,1,1,27,17
theblacksheartimes.com,general_news,1,1,27,8
thenewhumanitarian.org,general_news,1,1,27,7
travelbizmonitor.com,general_news,1,1,27,8
tuscolatoday.com,general_news,1,1,27,9
tvedestrandsposten.no,general_news,1,1,27,16
uschamber.com,general_news,1,1,27,16
ut.se,general_news,1,1,27,12
volgasib.ru,general_news,1,1,27,13
wakeweekly.com,general_news,1,1,27,13
weeklytimes.com.au,general_news,1,1,27,9
which.co.uk,general_news,1,1,27,14
wineandspiritsmagazine.com,general_news,1,1,27,18
wjle.com,general_news,1,1,27,16
wncy.com,general_news,1,1,27,20
wsu.edu,general_news,1,1,27,17
xn--b1agvbq6g.xn--p1ai,general_news,1,1,27,8
youngwitness.com.au,general_news,1,1,27,10
yourdailyglobe.com,general_news,1,1,27,4
103weup.com,general_news,1,1,26,15
1063thegroove.com,general_news,1,1,26,16
advertiser.ie,general_news,1,1,26,13
agromanual.cz,general_news,1,1,26,16
alleywatch.com,general_news,1,1,26,16
altaposten.no,general_news,1,1,26,18
arte.it,general_news,1,1,26,15
bahamaspress.com,general_news,1,1,26,15
bigwestcountry.ca,general_news,1,1,26,17
bitelevision.com,general_news,1,1,26,1
boulderjewishnews.org,general_news,1,1,26,12
brava.news,general_news,1,1,26,13
bryancountynews.com,general_news,1,1,26,10
centralmoinfo.com,general_news,1,1,26,14
chicagocrusader.com,general_news,1,1,26,15
china-files.com,general_news,1,1,26,16
chinaeconomicreview.com,general_news,1,1,26,7
cincinnatimagazine.com,general_news,1,1,26,13
clareherald.com,general_news,1,1,26,16
country1029wkik.com,general_news,1,1,26,14
cw.no,general_news,1,1,26,17
dailyuw.com,general_news,1,1,26,11
deloindom.delo.si,general_news,1,1,26,17
diariodominho.pt,general_news,1,1,26,14
diyadinnet.com,general_news,1,1,26,16
dnd.com.pk,general_news,1,1,26,12
ec.europa.eu,general_news,1,1,26,11
ecommercenews.co.nz,general_news,1,1,26,14
egitimajansi.com,general_news,1,1,26,18
energynews.es,general_news,1,1,26,19
enlinea.pe,general_news,1,1,26,14
epc.eu,general_news,1,1,26,16
ey.com,general_news,1,1,26,15
fdiintelligence.com,general_news,1,1,26,16
fesmag.com,general_news,1,1,26,9
financeasia.com,general_news,1,1,26,14
foodnavigator-asia.com,general_news,1,1,26,12
froggyweb.com,general_news,1,1,26,16
futurity.org,general_news,1,1,26,7
gramophone.co.uk,general_news,1,1,26,11
grandprix.com,general_news,1,1,26,11
hcn.org,general_news,1,1,26,18
hillpost.in,general_news,1,1,26,17
hypehair.com,general_news,1,1,26,16
iberonews.com,general_news,1,1,26,15
idler.co.uk,general_news,1,1,26,24
inlander.com,general_news,1,1,26,16
insidetheiggles.com,general_news,1,1,26,18
iop.org,general_news,1,1,26,14
ipna.ir,general_news,1,1,26,9
jpnews-sy.com,general_news,1,1,26,8
juritravail.com,general_news,1,1,26,14
keeptalkinggreece.com,general_news,1,1,26,10
kynt1450.com,general_news,1,1,26,19
laraza.com,general_news,1,1,26,12
maaleht.delfi.ee,general_news,1,1,26,14
marketing-chine.com,general_news,1,1,26,8
maysville-online.com,general_news,1,1,26,1
mixmag.net,general_news,1,1,26,17
moneycab.com,general_news,1,1,26,6
motorimagazine.it,general_news,1,1,26,20
myklgr.com,general_news,1,1,26,15
newtondailynews.com,general_news,1,1,26,15
nhgazette.com,general_news,1,1,26,20
nishinippon.co.jp,general_news,1,1,26,16
nwlaborpress.org,general_news,1,1,26,2
oilandgasonline.com,general_news,1,1,26,8
oilreviewmiddleeast.com,general_news,1,1,26,15
potatonewstoday.com,general_news,1,1,26,16
poweronline.com,general_news,1,1,26,5
praew.com,general_news,1,1,26,15
primeraplana.com.co,general_news,1,1,26,3
probuilder.com,general_news,1,1,26,12
rappnews.com,general_news,1,1,26,13
realclearworld.com,general_news,1,1,26,17
resourcemedia.eco,general_news,1,1,26,14
rhema.co.nz,general_news,1,1,26,13
rijnmond.nl,general_news,1,1,26,17
rvasia.org,general_news,1,1,26,10
samaratoday.ru,general_news,1,1,26,14
sb.no,general_news,1,1,26,14
shabiba.com,general_news,1,1,26,16
shootinguk.co.uk,general_news,1,1,26,11
smenet.org,general_news,1,1,26,15
soutalomma.com,general_news,1,1,26,15
southdadenewsleader.com,general_news,1,1,26,16
starmometer.com,general_news,1,1,26,10
tamtaminfo.com,general_news,1,1,26,14
telefonica.com,general_news,1,1,26,16
the-sun.com,general_news,1,1,26,16
thebulletin.org,general_news,1,1,26,15
theengineer.co.uk,general_news,1,1,26,7
thescore1260.com,general_news,1,1,26,14
thesmokinggun.com,general_news,1,1,26,14
tolerance.ca,general_news,1,1,26,15
turystyka.rp.pl,general_news,1,1,26,18
tvguide.com,general_news,1,1,26,16
uconn.edu,general_news,1,1,26,14
ufl.edu,general_news,1,1,26,13
unionrecorder.com,general_news,1,1,26,16
usgs.gov,general_news,1,1,26,22
verafiles.org,general_news,1,1,26,18
verdenews.com,general_news,1,1,26,16
voatiengviet.com,general_news,1,1,26,18
wallowa.com,general_news,1,1,26,17
windaction.org,general_news,1,1,26,7
winetitles.com.au,general_news,1,1,26,19
wlea.net,general_news,1,1,26,16
worldbank.org,general_news,1,1,26,9
wyborcza.pl,general_news,1,1,26,21
yourdailyjournal.com,general_news,1,1,26,9
1061thecorner.com,general_news,1,1,25,14
2merkato.com,general_news,1,1,25,16
abstvradio.com,general_news,1,1,25,13
adressa.no,general_news,1,1,25,15
alextimes.com,general_news,1,1,25,8
astronomy.com,general_news,1,1,25,17
autoconnectedcar.com,general_news,1,1,25,17
bilety24.pl,general_news,1,1,25,6
brownfieldagnews.com,general_news,1,1,25,6
californiademocrat.com,general_news,1,1,25,8
campaignasia.com,general_news,1,1,25,12
canadianinquirer.net,general_news,1,1,25,12
cblive.it,general_news,1,1,25,15
cfotech.news,general_news,1,1,25,13
chronicle-tribune.com,general_news,1,1,25,15
coinnews.net,general_news,1,1,25,14
crisismagazine.com,general_news,1,1,25,18
cruiselawnews.com,general_news,1,1,25,14
cubanet.org,general_news,1,1,25,3
diariodeportes.com.co,general_news,1,1,25,16
eacourier.com,general_news,1,1,25,16
eff.org,general_news,1,1,25,14
egyptianstreets.com,general_news,1,1,25,18
enidnews.com,general_news,1,1,25,20
enriquedans.com,general_news,1,1,25,21
esa.int,general_news,1,1,25,14
etvmarche.it,general_news,1,1,25,18
firenze.repubblica.it,general_news,1,1,25,15
gdl.de,general_news,1,1,25,9
georgetowner.com,general_news,1,1,25,10
globenewswire.com,general_news,1,1,25,14
governmentnews.com.au,general_news,1,1,25,13
helenair.com,general_news,1,1,25,12
hellobeautiful.com,general_news,1,1,25,14
hendersonvillelightning.com,general_news,1,1,25,15
hi.no,general_news,1,1,25,12
hillcountrynews.com,general_news,1,1,25,8
ilcineocchio.it,general_news,1,1,25,13
journal-aviation.com,general_news,1,1,25,15
joy.org.au,general_news,1,1,25,13
jujuyaldia.com.ar,general_news,1,1,25,1
klassekampen.no,general_news,1,1,25,18
krivoe-zerkalo.ru,general_news,1,1,25,13
languagemagazine.com,general_news,1,1,25,16
lequotidiendumedecin.fr,general_news,1,1,25,12
linuxfr.org,general_news,1,1,25,16
lpheralddispatch.com,general_news,1,1,25,13
ltz.se,general_news,1,1,25,16
madinamerica.com,general_news,1,1,25,17
mccookgazette.com,general_news,1,1,25,11
mi-lorenteggio.com,general_news,1,1,25,1
missethoreca.nl,general_news,1,1,25,16
moabsunnews.com,general_news,1,1,25,13
mongabay.com,general_news,1,1,25,3
muscatinejournal.com,general_news,1,1,25,17
nationalgeographic.it,general_news,1,1,25,14
oserrano.com.br,general_news,1,1,25,13
paris.fr,general_news,1,1,25,16
pollutiononline.com,general_news,1,1,25,7
proiezionidiborsa.it,general_news,1,1,25,15
publicceo.com,general_news,1,1,25,5
racedayct.com,general_news,1,1,25,14
reseller.co.nz,general_news,1,1,25,15
rnbo.gov.ua,general_news,1,1,25,13
rocksound.tv,general_news,1,1,25,12
sandiegomagazine.com,general_news,1,1,25,15
shueisha.co.jp,general_news,1,1,25,19
socialistsanddemocrats.eu,general_news,1,1,25,13
southwestarkansasradio.com,general_news,1,1,25,16
sportnews.24tv.ua,general_news,1,1,25,17
starmagazine.com,general_news,1,1,25,17
tatarstan.ru,general_news,1,1,25,13
techaeris.com,general_news,1,1,25,16
terra.com.pe,general_news,1,1,25,17
tetonvalleynews.net,general_news,1,1,25,14
timesleader.net,general_news,1,1,25,12
tvgrapevine.com,general_news,1,1,25,12
udel.edu,general_news,1,1,25,16
valkeakoskensanomat.fi,general_news,1,1,25,18
vindobona.org,general_news,1,1,25,11
vsd.fr,general_news,1,1,25,16
vstrg.info,general_news,1,1,25,19
warwickadvertiser.com,general_news,1,1,25,13
wastedive.com,general_news,1,1,25,16
wdet.org,general_news,1,1,25,13
worldtempus.com,general_news,1,1,25,15
worstpreviews.com,general_news,1,1,25,15
x1071.com,general_news,1,1,25,13
ycombinator.com,general_news,1,1,25,16
zigwheels.com,general_news,1,1,25,13
1007thetiger.com,general_news,1,1,24,17
2cc.net.au,general_news,1,1,24,14
610cktb.com,general_news,1,1,24,17
advalvas.vu.nl,general_news,1,1,24,15
alquds.edu,general_news,1,1,24,12
angulo7.com.mx,general_news,1,1,24,2
asurampage.com,general_news,1,1,24,15
avtora.com,general_news,1,1,24,17
axcessnews.com,general_news,1,1,24,15
azonano.com,general_news,1,1,24,15
bainbridgereview.com,general_news,1,1,24,12
billingsgazette.com,general_news,1,1,24,17
bnonews.com,general_news,1,1,24,9
bondamanjak.com,general_news,1,1,24,16
boorowanewsonline.com.au,general_news,1,1,24,10
brahmand.com,general_news,1,1,24,13
brookings.edu,general_news,1,1,24,9
brudirect.com,general_news,1,1,24,16
carmagazine.co.uk,general_news,1,1,24,13
channellife.co.nz,general_news,1,1,24,11
chemeng.ntua.gr,general_news,1,1,24,3
citynewsokc.com,general_news,1,1,24,16
culture.ru,general_news,1,1,24,13
dailycardinal.com,general_news,1,1,24,9
dailypost.in,general_news,1,1,24,16
davaotoday.com,general_news,1,1,24,13
energybangla.com,general_news,1,1,24,13
fauquiernow.com,general_news,1,1,24,14
fda.gov,general_news,1,1,24,16
federalwaymirror.com,general_news,1,1,24,16
forskersonen.no,general_news,1,1,24,21
foundry-planet.com,general_news,1,1,24,18
framtidinord.no,general_news,1,1,24,19
gjengangeren.no,general_news,1,1,24,20
globalgovernmentforum.com,general_news,1,1,24,14
good.is,general_news,1,1,24,11
gringogazette.com,general_news,1,1,24,18
hachettebookgroup.com,general_news,1,1,24,7
haitiantimes.com,general_news,1,1,24,16
halldale.com,general_news,1,1,24,8
hoteldesigns.net,general_news,1,1,24,16
iharare.com,general_news,1,1,24,8
ilvescovado.it,general_news,1,1,24,15
ime.bg,general_news,1,1,24,8
indianautosblog.com,general_news,1,1,24,13
infovercelli24.it,general_news,1,1,24,14
investors.com,general_news,1,1,24,11
joxfm.com,general_news,1,1,24,15
kaok.com,general_news,1,1,24,17
kdminer.com,general_news,1,1,24,13
kogt.com,general_news,1,1,24,17
kuac.org,general_news,1,1,24,16
kvor.com,general_news,1,1,24,17
kwsn.com,general_news,1,1,24,15
lakeexpo.com,general_news,1,1,24,18
lansingcitypulse.com,general_news,1,1,24,6
leggioggi.it,general_news,1,1,24,10
live959.com,general_news,1,1,24,15
logisticsit.com,general_news,1,1,24,10
mainstreetnews.com,general_news,1,1,24,16
mcalesternews.com,general_news,1,1,24,17
mdn.co.jp,general_news,1,1,24,14
mojafirma.infor.pl,general_news,1,1,24,13
naijanews.com,general_news,1,1,24,1
newarkpostonline.com,general_news,1,1,24,15
newschannel20.com,general_news,1,1,24,16
ohscanada.com,general_news,1,1,24,14
oumma.com,general_news,1,1,24,14
pehub.com,general_news,1,1,24,13
popstaronline.com,general_news,1,1,24,17
powderbulksolids.com,general_news,1,1,24,17
power1069fm.com,general_news,1,1,24,18
repeatingislands.com,general_news,1,1,24,12
screencrush.com,general_news,1,1,24,15
siouxcityjournal.com,general_news,1,1,24,14
stat.fi,general_news,1,1,24,12
sunny95.com,general_news,1,1,24,13
sunraysiadaily.com.au,general_news,1,1,24,5
thebeatofthecapital.com,general_news,1,1,24,16
themoderatevoice.com,general_news,1,1,24,13
thetandd.com,general_news,1,1,24,13
thevincentian.com,general_news,1,1,24,5
timesenterprise.com,general_news,1,1,24,12
unmissions.org,general_news,1,1,24,17
vitalia.cz,general_news,1,1,24,18
wamda.com,general_news,1,1,24,12
washingtoncitypaper.com,general_news,1,1,24,14
weathernationtv.com,general_news,1,1,24,12
wgog.com,general_news,1,1,24,11
wgowam.com,general_news,1,1,24,17
wvlkam.com,general_news,1,1,24,17
xj.cnr.cn,general_news,1,1,24,20
zene.hu,general_news,1,1,24,14
1075thegame.com,general_news,1,1,23,15
280living.com,general_news,1,1,23,14
963xke.com,general_news,1,1,23,15
969therock.com,general_news,1,1,23,17
abounderrattelser.fi,general_news,1,1,23,18
abs.gov.au,general_news,1,1,23,11
actualites-news-environnement.com,general_news,1,1,23,22
actugaming.net,general_news,1,1,23,16
adb.org,general_news,1,1,23,13
allure.com,general_news,1,1,23,15
ammoland.com,general_news,1,1,23,7
anothermag.com,general_news,1,1,23,15
arainfo.org,general_news,1,1,23,8
azmarijuana.com,general_news,1,1,23,17
bankingday.com,general_news,1,1,23,11
baraondanews.it,general_news,1,1,23,16
baynews9.com,general_news,1,1,23,11
brooklynpaper.com,general_news,1,1,23,16
businessoffashion.com,general_news,1,1,23,16
canadiancattlemen.ca,general_news,1,1,23,22
catholicphilly.com,general_news,1,1,23,15
cdr.cz,general_news,1,1,23,16
circlevilleherald.com,general_news,1,1,23,14
classlifestyle.com,general_news,1,1,23,12
columbiamissourian.com,general_news,1,1,23,10
computertrends.cz,general_news,1,1,23,16
cubbiescrib.com,general_news,1,1,23,16
digitalsignagetoday.com,general_news,1,1,23,14
directionsmag.com,general_news,1,1,23,7
enterstageright.com,general_news,1,1,23,4
etc.pe,general_news,1,1,23,13
expres.sk,general_news,1,1,23,16
faktor.al,general_news,1,1,23,19
fcnp.com,general_news,1,1,23,7
fokus.mk,general_news,1,1,23,1
glamour.com,general_news,1,1,23,13
haber.dk,general_news,1,1,23,17
haberay.com.tr,general_news,1,1,23,11
hauteliving.com,general_news,1,1,23,11
heart.co.uk,general_news,1,1,23,10
hedgeco.net,general_news,1,1,23,5
hn.cnr.cn,general_news,1,1,23,21
hot967fm.com,general_news,1,1,23,17
ifj.org,general_news,1,1,23,16
infohaiti.net,general_news,1,1,23,14
infonews.co.nz,general_news,1,1,23,16
infonormandie.com,general_news,1,1,23,16
innovationintextiles.com,general_news,1,1,23,12
insider.gr,general_news,1,1,23,18
intelligentinsurer.com,general_news,1,1,23,7
irishecho.com,general_news,1,1,23,15
journal-topics.com,general_news,1,1,23,14
kebuena.com.mx,general_news,1,1,23,7
keluarga.my,general_news,1,1,23,15
kmfm.co.uk,general_news,1,1,23,14
kmit.com,general_news,1,1,23,12
knba.org,general_news,1,1,23,11
kool98.com,general_news,1,1,23,12
kslx.com,general_news,1,1,23,16
ku.edu,general_news,1,1,23,12
lankaenews.com,general_news,1,1,23,15
lavoce.info,general_news,1,1,23,14
libretadeapuntes.com,general_news,1,1,23,12
matadornetwork.com,general_news,1,1,23,14
mdtheatreguide.com,general_news,1,1,23,14
media2.pl,general_news,1,1,23,16
messina.gds.it,general_news,1,1,23,14
miningdigital.com,general_news,1,1,23,18
moonfruit.com,general_news,1,1,23,14
motogp.com,general_news,1,1,23,14
mountaineagle.com,general_news,1,1,23,15
niemanlab.org,general_news,1,1,23,8
nnn.co.jp,general_news,1,1,23,17
nx.cnr.cn,general_news,1,1,23,21
onaplus.delo.si,general_news,1,1,23,15
pmlive.com,general_news,1,1,23,16
psb40.org.br,general_news,1,1,23,11
publicfinance.co.uk,general_news,1,1,23,5
radiofg.com,general_news,1,1,23,12
radioprogresohn.net,general_news,1,1,23,15
sgazeta.ru,general_news,1,1,23,3
sputniknews.africa,general_news,1,1,23,15
star997.com,general_news,1,1,23,12
startups.co.uk,general_news,1,1,23,12
statenews.com,general_news,1,1,23,16
stheadline.com,general_news,1,1,23,14
sundayexpress.co.ls,general_news,1,1,23,3
tatler.com,general_news,1,1,23,13
torahmusings.com,general_news,1,1,23,16
tvnews.mk,general_news,1,1,23,15
uscatholic.org,general_news,1,1,23,16
varden.no,general_news,1,1,23,18
velvet.hu,general_news,1,1,23,18
vse.rv.ua,general_news,1,1,23,13
